Temperatura,pH,Aw,Bw,T2,pH2,Aw2,Bw2,TxpH,TxAw,pHxAw,TxBw,pHxBw,Crec,Pest,Temperatura,pH,Aw
8,7.5,0.963,0.192353840616714,64,56.25,0.927369,0.037,60,7.704,7.2225,1.53883072493371,1.44265380462535,0,0.00223,8,7.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,6.5,0.963,0.192353840616714,64,42.25,0.927369,0.037,52,7.704,6.2595,1.53883072493371,1.25029996400864,0,0.01786,8,6.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,5.5,0.963,0.192353840616714,64,30.25,0.927369,0.037,44,7.704,5.2965,1.53883072493371,1.05794612339192,0,0.00164,8,5.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
8,4.5,0.963,0.192353840616714,64,20.25,0.927369,0.037,36,7.704,4.3335,1.53883072493371,0.865592282775211,0,0,8,4.5,0.963
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,7.5,0.989,0.104880884817015,100,56.25,0.978121,0.011,75,9.89,7.4175,1.04880884817015,0.786606636127614,1,0.99967,10,7.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,6.5,0.989,0.104880884817015,100,42.25,0.978121,0.011,65,9.89,6.4285,1.04880884817015,0.681725751310599,1,0.99998,10,6.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
10,5.5,0.989,0.104880884817015,100,30.25,0.978121,0.011,55,9.89,5.4395,1.04880884817015,0.576844866493584,1,0.99984,10,5.5,0.989
